INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_67465,7-Jul-00,0,17,16,0,0,6,4,2,3,1,316,1,103,142,34,1
CR_46059,14-Mar-97,0,33,32,2,1,7,1,0,5,1,249,1,92,103,34,1
CR_103457,26-Mar-04,0,42,42,7,3,7,1,1,6,1,0,0,103,29,34,1
CR_105164,3-May-05,0,4,4,6,5,5,6,1,6,1,0,1,72,29,34,1
CR_40190,6-Jul-96,0,45,45,10,3,3,5,1,6,2,179,1,34,29,9,0
CR_171749,21-Jul-14,0,45,45,10,3,4,2,1,5,1,174,1,103,29,34,1
CR_78738,1-Dec-01,0,33,32,2,1,6,4,1,6,1,316,1,98,29,34,1
CR_126922,2-Feb-07,7,49,49,6,5,9,8,0,5,1,174,1,112,130,34,1
CR_102088,18-Jul-04,0,33,32,2,1,5,6,0,5,1,249,1,103,93,34,1
CR_78657,30-May-01,0,33,32,2,1,5,6,0,5,1,316,1,72,29,34,1
CR_112175,26-Nov-06,0,3,2,3,5,7,1,0,5,2,174,2,116,142,34,1
CR_72101,23-Jun-00,0,47,48,7,3,3,5,1,5,2,205,0,98,142,0,0
CR_145144,11-Sep-10,0,30,35,7,3,2,7,0,5,1,174,0,18,87,46,1
CR_142884,21-Feb-10,1,4,4,6,5,15,10,0,5,1,249,1,103,103,34,1
CR_7754,25-Dec-92,0,33,32,2,1,7,1,2,6,1,0,1,72,29,34,1
CR_143239,10-Aug-10,0,6,6,4,1,7,1,0,5,1,328,1,103,142,34,1
CR_24243,24-Jul-94,1,49,49,6,5,16,12,1,6,1,316,1,103,29,34,1
CR_127691,27-Mar-08,0,4,4,6,5,1,0,1,6,1,316,1,2,62,34,1
CR_131186,5-Apr-08,0,27,26,1,3,6,4,1,6,2,249,2,98,29,34,1
CR_187340,16-Nov-17,7,21,23,4,1,9,8,0,5,2,249,2,110,119,34,1
CR_154306,17-May-11,0,50,51,0,0,2,7,1,5,1,325,1,103,29,34,1
CR_118059,5-Nov-06,0,39,39,6,5,4,2,1,6,1,316,1,12,62,34,1
CR_76451,25-May-01,0,20,20,10,3,6,4,1,6,1,0,1,72,29,34,1
CR_59497,29-Apr-99,7,16,15,0,0,9,8,1,6,1,316,1,112,62,34,1
CR_32771,2-Jan-96,0,4,4,6,5,1,0,0,5,1,174,0,112,93,48,1
CR_124679,14-Mar-07,0,36,34,2,1,4,2,0,5,1,316,1,92,62,34,1
CR_28066,6-Jul-95,0,24,24,0,0,9,8,1,6,1,0,1,92,14,34,1
CR_80078,2-Mar-01,0,37,37,0,0,3,5,2,2,1,303,1,72,142,34,1
CR_181065,11-Jul-16,0,24,24,0,0,4,2,1,6,1,316,1,103,29,34,1
CR_101025,14-Jan-04,0,25,25,9,0,3,5,1,6,1,249,1,92,0,34,1
CR_172873,20-Jan-15,0,4,4,6,5,6,4,3,6,1,0,1,72,62,34,1
CR_98580,15-May-04,0,4,4,6,5,5,6,1,6,1,174,1,72,29,34,1
CR_191845,23-Dec-18,0,3,2,3,5,1,0,1,6,1,249,1,103,93,34,1
CR_12000,8-May-93,1,9,10,7,3,15,10,1,2,2,0,2,98,142,34,1
CR_28816,6-May-95,1,30,35,7,3,16,12,0,5,1,174,1,103,29,34,1
CR_61339,20-Jan-99,1,28,28,3,5,11,17,0,5,5,249,5,42,93,34,1
CR_26853,30-Nov-95,1,15,14,3,5,16,12,0,5,1,174,1,112,80,34,1
CR_114767,30-Jul-06,0,21,23,4,1,2,7,1,6,1,249,1,92,29,34,1
CR_59351,10-Apr-99,0,11,11,7,3,3,5,1,2,1,249,1,109,142,34,1
CR_184515,31-Oct-17,0,3,2,3,5,3,5,1,6,1,316,1,98,29,34,1
CR_106570,19-Sep-05,7,8,7,7,3,9,8,0,5,1,174,0,112,29,23,1
CR_45253,11-Feb-97,0,24,24,0,0,7,1,2,3,1,249,1,113,130,34,1
CR_114237,19-Sep-06,1,16,15,0,0,16,12,0,5,2,316,2,103,107,34,1
CR_110591,22-Sep-05,0,39,39,6,5,5,6,2,6,1,0,1,98,80,34,1
CR_127404,29-Jul-08,0,4,4,6,5,6,4,0,5,1,174,1,103,62,34,1
CR_6951,17-Aug-92,0,24,24,0,0,7,1,1,5,1,249,1,103,29,34,1
CR_145463,7-Mar-10,0,33,32,2,1,6,4,0,5,1,174,0,92,93,50,1
CR_148906,24-Oct-11,0,4,4,6,5,4,2,1,5,1,0,1,103,62,34,1
CR_10403,6-Feb-92,0,45,45,10,3,1,0,1,5,1,249,1,103,29,34,1
CR_72382,6-May-00,0,50,51,0,0,4,2,4,6,2,249,2,72,62,34,1
CR_87217,15-Dec-02,1,36,34,2,1,16,12,1,6,4,200,1,92,80,34,0
CR_3937,19-Jul-91,0,40,40,2,1,1,0,1,6,1,249,1,92,14,34,1
CR_99127,22-Nov-04,0,9,10,7,3,4,2,1,6,1,0,1,72,130,34,1
CR_80217,26-Nov-01,0,39,39,6,5,5,6,1,6,1,174,1,103,62,34,1
CR_91550,21-Feb-03,0,6,6,4,1,4,2,1,6,2,249,2,72,29,34,1
CR_67462,5-Jul-00,0,17,16,0,0,6,4,1,2,1,249,1,72,142,34,1
CR_20303,31-Jan-94,1,22,22,7,3,15,10,0,5,1,174,0,112,93,23,1
CR_64016,12-Feb-99,0,47,48,7,3,4,2,0,6,1,127,1,103,29,34,1
CR_151844,17-May-11,0,33,32,2,1,7,1,1,6,1,249,1,103,62,34,1
CR_120984,12-Apr-07,0,4,4,6,5,2,7,1,6,1,316,1,103,107,34,1
CR_192859,4-Feb-18,0,4,4,6,5,7,1,3,6,1,249,1,72,62,34,1
CR_156416,18-Mar-12,0,19,19,1,3,3,5,2,6,1,303,1,98,29,34,1
CR_100754,15-Nov-04,0,24,24,0,0,8,3,0,5,1,249,0,98,29,34,1
CR_163840,6-Sep-13,0,25,25,9,0,6,4,1,6,2,249,2,72,103,34,1
CR_6204,14-Nov-92,0,21,23,4,1,2,7,0,5,1,0,1,92,29,34,1
CR_1646,30-Oct-91,0,33,32,2,1,7,1,0,5,1,174,0,103,29,43,1
CR_138546,23-Jun-09,1,28,28,3,5,16,12,1,6,1,0,1,109,80,34,1
CR_91072,17-Dec-03,0,4,4,6,5,1,0,1,6,1,0,1,72,29,34,1
CR_77109,10-Jul-01,7,22,22,7,3,9,8,0,5,1,174,1,112,142,34,1
CR_157236,3-May-12,1,24,24,0,0,15,10,2,3,1,218,0,72,29,48,1
CR_186022,21-Jan-17,0,7,8,7,3,2,7,1,6,1,316,1,84,93,34,1
CR_188619,27-Sep-17,0,30,35,7,3,5,6,1,2,1,249,1,110,142,34,1
CR_36301,31-Jan-96,1,22,22,7,3,15,10,1,6,1,174,1,112,29,34,1
CR_9927,3-Aug-92,0,39,39,6,5,3,5,1,2,1,316,1,72,142,34,1
CR_78968,21-Jun-01,0,33,32,2,1,6,4,0,5,1,249,1,103,93,34,1
CR_8235,25-Apr-92,5,33,32,2,1,18,13,1,6,1,0,1,92,29,34,1
CR_176655,8-May-15,1,37,37,0,0,16,12,0,5,1,174,1,103,142,34,1
CR_105812,27-Dec-05,0,4,4,6,5,4,2,0,5,1,174,1,24,80,34,1
CR_100452,27-Sep-04,0,24,24,0,0,4,2,1,6,1,316,0,12,107,34,1
CR_148712,27-Jun-11,0,4,4,6,5,1,0,1,6,1,249,1,72,29,34,1
CR_69014,21-Dec-00,0,26,27,9,0,4,2,1,6,1,316,1,112,80,34,1
CR_74832,11-May-01,0,4,4,6,5,6,4,1,6,2,316,2,112,29,34,1
CR_2090,12-Feb-91,0,33,32,2,1,6,4,0,5,1,174,1,72,80,34,1
CR_41879,18-Oct-97,0,4,4,6,5,1,0,1,5,1,249,1,72,29,34,1
CR_141395,10-Aug-09,1,49,49,6,5,15,10,0,5,1,174,0,18,133,46,1
CR_12638,24-Sep-93,7,16,15,0,0,9,8,1,5,1,249,1,112,119,34,1
CR_198237,16-Jan-18,0,49,49,6,5,5,6,1,6,1,0,1,48,29,34,1
CR_32565,18-Dec-96,0,4,4,6,5,3,5,1,6,2,249,2,103,119,34,1
CR_30351,19-Dec-95,1,36,34,2,1,15,10,0,5,1,174,0,92,93,46,1
CR_85695,14-Mar-02,0,23,21,4,1,5,6,0,5,1,174,1,72,29,34,1
CR_168065,12-May-14,0,6,6,4,1,7,1,1,2,1,249,1,112,142,34,1
CR_48169,16-Jun-97,0,45,45,10,3,3,5,1,6,1,316,1,103,80,34,1
CR_107698,3-Mar-05,7,22,22,7,3,9,8,0,5,1,174,1,112,93,34,1
CR_77595,7-Mar-01,1,24,24,0,0,15,10,1,6,3,158,0,103,80,34,0
CR_102963,11-Aug-04,0,37,37,0,0,2,7,1,2,1,174,0,103,62,34,1
CR_81690,16-Dec-01,0,47,48,7,3,5,6,2,3,2,316,0,67,29,34,1
CR_50190,23-Feb-98,0,4,4,6,5,1,0,0,5,1,249,1,103,119,34,1
CR_100856,23-Jun-04,1,24,24,0,0,15,10,1,5,1,249,0,103,93,34,1
CR_49304,4-Feb-98,0,4,4,6,5,5,6,0,5,10,174,0,116,119,0,1
CR_30,15-Aug-91,0,3,2,3,5,2,7,1,6,1,249,1,92,29,34,1
CR_47574,9-Apr-97,7,38,38,10,3,9,8,0,5,1,174,0,112,107,23,1
CR_142962,30-May-10,0,5,5,3,5,3,5,1,2,2,249,2,72,80,34,1
CR_85990,17-Aug-02,0,24,24,0,0,7,1,0,5,1,249,0,103,62,34,1
CR_28331,27-Feb-95,0,24,24,0,0,7,1,1,6,1,174,1,103,29,34,1
CR_175478,16-Jul-15,0,29,29,9,0,3,5,1,5,1,174,0,72,62,50,1
CR_82035,27-Jul-01,0,50,51,0,0,4,2,1,6,1,174,1,72,80,34,1
CR_88897,4-Apr-02,0,45,45,10,3,1,0,2,6,1,249,1,109,130,34,1
CR_2151,18-Oct-91,0,33,32,2,1,7,1,1,6,1,249,1,12,62,34,1
CR_192113,12-Jan-18,0,4,4,6,5,5,6,0,5,1,174,1,108,93,34,1
CR_65122,13-Jul-00,0,4,4,6,5,1,0,5,6,1,0,1,72,62,34,1
CR_130233,15-Jun-08,1,22,22,7,3,15,10,0,5,1,174,0,92,29,23,1
CR_92035,20-Mar-03,0,16,15,0,0,5,6,0,5,1,174,1,72,93,34,1
CR_53816,25-Oct-98,0,33,32,2,1,6,4,0,5,1,174,0,92,119,50,1
CR_158844,23-Jun-12,0,36,34,2,1,1,0,0,5,1,174,0,18,53,46,1
CR_2850,4-Aug-91,0,36,34,2,1,1,0,0,6,1,249,1,92,29,34,1
CR_72683,19-Jun-01,0,3,2,3,5,1,0,0,5,1,174,1,112,29,34,1
CR_14545,3-Nov-93,0,33,32,2,1,7,1,1,6,1,316,1,103,29,34,1
CR_149804,4-Jun-11,0,7,8,7,3,2,7,1,2,1,249,1,72,62,34,1
CR_79266,12-Jan-01,0,36,34,2,1,1,0,1,2,2,174,1,103,29,36,0
CR_8169,10-Mar-92,0,33,32,2,1,7,1,0,5,1,174,0,72,93,48,1
CR_148271,22-Jan-11,0,3,2,3,5,1,0,0,5,1,174,1,103,29,34,1
CR_73682,10-Jul-01,0,4,4,6,5,1,0,1,6,1,316,1,54,29,34,1
CR_194622,2-Jul-18,0,23,21,4,1,6,4,1,2,1,0,1,103,62,34,1
CR_182168,10-Jun-16,1,36,34,2,1,15,10,1,5,1,174,0,92,93,43,1
CR_33415,27-Oct-96,0,4,4,6,5,5,6,10,6,2,316,2,72,142,34,1
CR_10210,26-Sep-92,0,45,45,10,3,7,1,1,2,1,285,1,72,80,34,1
CR_117283,29-Apr-06,0,36,34,2,1,1,0,0,5,1,174,0,18,53,46,1
CR_57862,19-Aug-99,0,4,4,6,5,6,4,2,6,1,316,1,72,62,34,1
CR_117860,16-May-06,0,37,37,0,0,3,5,1,2,1,303,1,72,142,34,1
CR_62869,3-May-99,0,37,37,0,0,2,7,1,5,1,249,1,72,62,34,1
CR_100208,30-Mar-04,1,22,22,7,3,15,10,0,5,1,174,1,103,29,34,1
CR_173186,2-Jan-15,0,4,4,6,5,7,1,1,6,1,0,1,103,62,34,1
CR_54595,6-Oct-98,0,36,34,2,1,1,0,0,5,1,174,0,18,29,46,1
CR_82448,9-Dec-02,0,4,4,6,5,4,2,3,6,1,316,1,72,93,34,1
CR_19803,9-Jan-94,0,16,15,0,0,1,0,1,2,2,316,2,54,142,34,1
CR_190125,25-Jul-17,0,37,37,0,0,2,7,1,2,1,174,1,103,142,34,1
CR_178003,1-Dec-15,0,49,49,6,5,6,4,2,6,1,316,1,97,62,34,1
CR_166925,8-Dec-14,0,3,2,3,5,3,5,0,5,1,174,1,98,29,34,1
CR_56448,15-Nov-98,0,49,49,6,5,4,2,4,6,1,0,1,113,29,34,1
CR_161813,26-Nov-13,1,4,4,6,5,15,10,1,6,1,249,1,59,29,34,1
CR_54138,24-Oct-98,0,33,32,2,1,7,1,1,6,1,316,1,87,29,34,1
CR_17958,23-May-93,1,47,48,7,3,15,10,2,6,1,174,0,72,29,23,1
CR_76342,13-Sep-01,0,18,18,9,0,3,5,1,6,1,249,1,98,130,34,1
CR_122759,29-Aug-07,0,24,24,0,0,8,3,0,5,1,174,1,98,142,34,1
CR_52154,29-Mar-98,0,21,23,4,1,2,7,1,6,1,249,1,103,103,34,1
CR_72623,4-Mar-01,0,3,2,3,5,3,5,1,6,1,316,1,67,80,34,1
CR_151946,6-Jan-11,0,33,32,2,1,6,4,0,5,1,249,1,103,93,34,1
CR_108060,10-Jul-05,0,24,24,0,0,6,4,1,2,1,127,1,103,142,34,1
CR_50973,20-Dec-98,0,6,6,4,1,7,1,0,5,2,179,1,18,29,38,0
CR_128591,15-Jun-08,0,4,4,6,5,2,7,0,5,1,249,1,103,62,34,1
CR_160047,3-Jun-12,0,44,44,1,3,2,7,1,2,1,316,1,72,107,34,1
CR_64146,28-May-99,0,49,49,6,5,5,6,1,2,1,316,1,72,142,34,1
CR_4852,19-Jun-92,1,5,5,3,5,15,10,4,6,3,316,3,103,80,34,1
CR_180199,26-Oct-16,7,18,18,9,0,9,8,1,5,1,174,0,112,29,23,1
CR_136525,14-Jul-09,0,5,5,3,5,2,7,0,5,2,174,2,72,29,34,1
CR_47359,10-Jul-97,0,37,37,0,0,8,3,5,6,3,249,3,103,119,34,1
CR_89845,5-Dec-03,0,3,2,3,5,1,0,0,5,1,174,1,103,29,34,1
CR_183621,23-Jun-16,0,45,45,10,3,4,2,0,5,1,174,1,97,29,34,1
CR_78907,13-Oct-01,0,33,32,2,1,7,1,1,6,1,249,1,92,29,34,1
CR_152382,30-Dec-11,0,35,30,3,5,1,0,0,5,1,174,0,103,124,46,1
CR_94640,6-May-03,0,35,30,3,5,1,0,1,2,1,0,1,92,142,34,1
CR_174988,7-Feb-15,0,24,24,0,0,9,8,0,5,1,313,1,42,142,34,1
CR_41234,17-Jan-97,0,4,4,6,5,4,2,0,5,1,174,1,72,29,34,1
CR_189109,6-May-17,0,33,32,2,1,7,1,1,6,1,249,1,103,29,34,1
CR_184823,1-Aug-17,0,4,4,6,5,7,1,0,5,1,174,,18,29,46,1
CR_197041,19-Aug-18,1,39,39,6,5,15,10,1,6,1,0,1,72,29,34,1
CR_30527,8-Oct-95,0,37,37,0,0,5,6,0,5,1,174,1,103,29,34,1
CR_82858,2-Aug-02,0,4,4,6,5,1,0,1,6,1,316,1,18,29,34,1
CR_21352,19-Sep-94,0,33,32,2,1,6,4,0,5,1,174,0,112,93,43,1
CR_17537,22-Jun-93,0,45,45,10,3,6,4,3,6,1,316,1,72,29,34,1
CR_135959,15-Jun-09,0,4,4,6,5,4,2,1,6,2,249,2,72,29,34,1
CR_40728,19-Feb-96,0,49,49,6,5,2,7,5,2,1,303,1,72,62,34,1
CR_45289,4-Feb-97,0,25,25,9,0,6,4,2,6,1,316,1,112,29,34,1
CR_123336,11-May-07,0,24,24,0,0,8,3,1,6,1,249,1,112,93,34,1
CR_7741,12-Jun-92,0,33,32,2,1,7,1,0,5,1,249,1,72,93,34,1
CR_140302,26-Mar-09,0,38,38,10,3,5,6,1,6,1,316,1,67,29,34,1
CR_94443,20-May-03,0,33,32,2,1,6,4,1,6,1,249,1,92,80,34,1
CR_135629,5-Nov-09,0,4,4,6,5,1,0,1,6,1,0,1,72,29,34,1
CR_24998,14-Aug-95,0,4,4,6,5,1,0,0,5,1,249,1,116,93,34,1
CR_71971,15-Sep-00,0,47,48,7,3,4,2,2,2,1,218,0,103,6,48,1
CR_182635,14-Oct-16,1,36,34,2,1,15,10,1,5,1,174,0,92,93,43,1
CR_38408,3-Apr-96,0,36,34,2,1,4,2,1,2,1,249,1,92,142,34,1
CR_17406,3-Nov-93,0,41,41,4,1,6,4,0,5,1,174,0,67,93,0,1
CR_186741,10-Apr-17,1,19,19,1,3,16,12,0,5,1,243,1,103,0,34,1
CR_91301,3-Jul-03,0,4,4,6,5,6,4,2,3,1,316,1,103,142,34,1
CR_70575,12-Oct-00,7,37,37,0,0,9,8,0,5,1,174,1,98,25,34,1
CR_180282,9-Nov-16,0,19,19,1,3,3,5,0,5,1,174,0,24,142,0,1
CR_92029,13-Feb-03,7,16,15,0,0,9,8,0,5,1,174,0,103,119,0,1
CR_411,20-Oct-91,0,15,14,3,5,8,3,1,6,1,0,1,72,62,34,1
CR_22409,12-Aug-94,1,36,34,2,1,15,10,1,6,1,249,1,92,29,34,1
CR_59820,21-Jun-99,0,18,18,9,0,3,5,1,2,2,249,2,103,29,34,1
CR_70210,1-Apr-00,0,36,34,2,1,1,0,0,5,1,249,1,92,62,34,1
CR_73016,9-Jun-01,0,4,4,6,5,6,4,0,5,1,174,1,112,103,34,1
CR_162922,5-Feb-13,0,19,19,1,3,8,3,0,5,1,162,0,109,142,0,1
CR_100572,10-Aug-04,0,24,24,0,0,4,2,1,2,1,0,0,103,142,34,1
CR_94834,20-Sep-03,0,36,34,2,1,1,0,1,2,1,0,1,92,62,34,1
CR_151174,23-Sep-11,0,24,24,0,0,5,6,1,6,1,249,1,103,133,34,1
CR_129139,23-Apr-08,1,8,7,7,3,15,10,0,5,1,174,1,72,93,34,1
CR_90383,12-Jul-03,0,4,4,6,5,1,0,1,6,1,316,1,98,29,34,1
CR_12630,2-May-93,0,16,15,0,0,6,4,1,5,1,174,1,103,130,34,1
CR_78445,21-Jul-01,0,33,32,2,1,6,4,0,5,1,174,0,116,29,0,1
CR_108658,25-Nov-05,0,25,25,9,0,6,4,1,6,1,316,1,103,62,34,1
CR_158150,22-Mar-12,0,33,32,2,1,6,4,0,5,1,249,1,103,107,34,1
CR_198771,14-Aug-18,0,51,50,7,3,7,1,1,6,1,313,0,34,142,0,1
CR_8550,6-Apr-92,0,36,34,2,1,1,0,0,5,1,174,0,103,93,43,1
CR_28575,17-Oct-95,0,25,25,9,0,3,5,2,2,1,303,1,72,142,34,1
CR_197888,3-Jul-18,0,46,46,3,5,8,3,0,5,1,174,0,18,129,0,1
CR_48566,25-Nov-97,1,49,49,6,5,15,10,1,2,1,249,1,67,62,34,1
CR_178016,28-Feb-15,0,49,49,6,5,4,2,0,5,1,249,1,103,93,34,1
CR_95957,24-Nov-03,0,44,44,1,3,6,4,4,2,2,0,0,92,29,34,1
CR_25204,28-Jul-95,0,4,4,6,5,1,0,0,5,10,127,0,18,133,46,1
CR_94474,1-Dec-03,0,33,32,2,1,6,4,0,5,1,174,0,92,93,50,1
CR_13426,1-May-93,0,21,23,4,1,2,7,3,2,1,0,1,72,142,34,1
CR_981,23-Jul-91,1,22,22,7,3,15,10,1,2,1,316,1,103,142,34,1
CR_185255,17-May-17,0,4,4,6,5,1,0,3,2,1,316,1,72,142,34,1
CR_114422,6-Jun-06,0,18,18,9,0,3,5,1,6,1,316,1,98,29,34,1
CR_104710,1-Jan-05,0,2,3,10,3,8,3,6,5,1,0,0,98,29,34,1
CR_39234,10-Nov-96,0,36,34,2,1,7,1,0,5,1,174,0,103,93,43,1
CR_153751,10-Sep-11,0,45,45,10,3,5,6,2,3,2,249,2,72,29,34,1
CR_88504,12-Sep-02,0,44,44,1,3,4,2,1,5,1,174,0,24,29,0,1
CR_118097,2-Oct-06,0,39,39,6,5,2,7,0,5,1,249,1,24,29,34,1
CR_165477,18-Mar-13,0,37,37,0,0,8,3,0,5,1,325,1,103,115,34,1
CR_70200,21-Dec-00,0,36,34,2,1,1,0,0,5,1,249,1,92,93,34,1
CR_195999,12-Jul-18,0,33,32,2,1,7,1,0,5,1,249,1,18,93,34,1
CR_119136,5-Sep-06,0,47,48,7,3,4,2,1,2,1,249,1,103,142,34,1
CR_112124,7-Mar-06,0,3,2,3,5,1,0,1,6,1,316,1,54,62,34,1
CR_48504,11-Oct-97,0,47,48,7,3,7,1,1,6,1,316,1,103,29,34,1
CR_111620,4-Aug-05,0,47,48,7,3,7,1,1,6,1,174,1,98,142,34,1
CR_126809,27-Jun-07,1,49,49,6,5,15,10,0,5,1,174,1,103,29,34,1
CR_153031,21-Mar-11,0,37,37,0,0,7,1,1,2,2,249,2,103,142,34,1
CR_108423,16-Jul-05,0,24,24,0,0,5,6,1,6,1,249,1,24,29,34,1
CR_94328,29-Jun-03,0,33,32,2,1,9,8,2,6,1,174,0,92,93,43,1
CR_160985,14-Aug-13,0,3,2,3,5,1,0,1,6,2,0,2,72,29,34,1
CR_67635,19-Jun-00,0,19,19,1,3,6,4,0,5,2,102,2,109,62,34,1
CR_126918,24-Aug-07,0,49,49,6,5,4,2,4,2,1,316,1,92,136,34,1
CR_26460,16-Mar-95,0,5,5,3,5,2,7,1,6,1,0,1,103,29,34,1
CR_343,30-Nov-91,0,14,17,9,0,7,1,1,6,1,249,1,103,107,34,1
CR_52467,19-Jul-98,7,22,22,7,3,9,8,0,5,1,316,1,112,14,34,1
CR_155880,13-Apr-12,0,7,8,7,3,2,7,1,2,1,316,1,72,62,34,1
CR_49259,13-Aug-98,1,4,4,6,5,15,10,0,5,2,174,2,103,29,34,1
CR_133999,4-Nov-08,0,44,44,1,3,5,6,1,6,1,74,1,103,29,34,1
CR_75994,7-Mar-01,0,16,15,0,0,4,2,1,6,1,316,1,12,62,34,1
CR_159023,11-Jun-12,0,36,34,2,1,1,0,0,5,1,174,0,92,93,43,1
CR_135522,11-Mar-09,0,4,4,6,5,4,2,2,6,1,0,1,98,29,34,1
CR_114107,26-Jun-06,1,14,17,9,0,13,18,4,6,4,106,4,103,115,34,0
CR_59727,4-May-99,0,17,16,0,0,8,3,3,6,1,316,1,72,80,34,1
CR_172651,8-Aug-15,0,3,2,3,5,1,0,0,5,1,174,1,92,29,34,1
CR_140780,23-Jan-09,0,44,44,1,3,6,4,1,5,1,174,0,112,119,23,1
CR_30521,6-Mar-95,7,37,37,0,0,9,8,0,5,1,249,1,112,103,34,1
CR_174559,23-Feb-15,0,21,23,4,1,5,6,1,6,2,316,2,34,87,34,1
CR_69226,26-Apr-00,0,33,32,2,1,7,1,0,5,1,174,0,92,29,50,1
CR_152052,20-Nov-11,0,33,32,2,1,5,6,0,5,1,174,0,112,130,43,1
CR_124857,12-Jan-07,0,36,34,2,1,1,0,0,5,1,249,1,92,87,34,1
CR_50218,12-Jul-98,0,4,4,6,5,1,0,1,6,1,303,1,72,62,34,1
CR_171413,1-Mar-14,0,42,42,7,3,4,2,0,5,2,316,2,72,29,34,1
CR_153055,17-Sep-11,0,37,37,0,0,6,4,1,5,1,249,1,72,142,34,1
CR_134286,25-Apr-08,0,45,45,10,3,1,0,1,6,1,174,1,103,14,34,1
CR_13646,3-Nov-93,1,22,22,7,3,15,10,0,5,1,174,0,24,29,48,1
CR_125171,1-Mar-07,1,37,37,0,0,11,17,1,6,2,316,2,112,29,34,1
CR_176541,25-Oct-15,1,36,34,2,1,15,10,1,5,1,174,0,103,93,43,1
CR_8401,21-Jul-92,1,36,34,2,1,15,10,0,5,1,174,0,103,29,43,1
CR_26101,6-Sep-95,0,4,4,6,5,2,7,1,2,1,249,1,59,14,34,1
CR_187915,15-Aug-17,0,24,24,0,0,6,4,0,5,1,174,0,111,29,0,1
CR_18561,20-Aug-94,0,3,2,3,5,3,5,0,5,1,249,1,103,29,34,1
CR_108836,19-Mar-05,0,29,29,9,0,6,4,0,5,1,174,1,92,0,34,1
CR_160579,9-Apr-12,0,49,49,6,5,5,6,0,5,1,174,0,97,119,0,1
CR_106405,14-Aug-05,0,6,6,4,1,5,6,1,5,1,0,1,24,130,34,1
CR_129157,25-Nov-08,7,8,7,7,3,9,8,0,5,1,174,0,112,93,23,1
CR_114542,15-Apr-06,0,21,23,4,1,6,4,0,5,1,174,1,72,29,34,1
CR_20386,14-Oct-94,0,22,22,7,3,2,7,0,5,1,0,1,72,142,34,1
CR_76018,5-Sep-01,0,16,15,0,0,4,2,5,6,1,0,1,72,29,34,1
CR_196591,25-Feb-18,7,36,34,2,1,9,8,1,5,1,174,,92,93,43,1
CR_186577,30-Jun-17,0,17,16,0,0,5,6,1,5,1,316,1,24,29,34,1
CR_47539,8-Dec-97,0,37,37,0,0,2,7,1,6,1,316,1,72,62,34,1
CR_82664,1-Jun-02,0,4,4,6,5,4,2,1,6,1,249,1,103,130,34,1
CR_178359,15-Jun-16,0,3,2,3,5,1,0,1,6,1,249,1,34,62,34,1
CR_18196,26-Oct-93,1,49,49,6,5,15,10,0,5,1,249,1,72,29,34,1
CR_119412,14-Aug-06,0,49,49,6,5,5,6,1,6,1,174,1,72,29,34,1
CR_65204,29-Oct-00,0,4,4,6,5,1,0,0,5,1,249,1,112,119,34,1
CR_114552,20-Jan-06,0,21,23,4,1,6,4,0,5,1,174,1,103,93,34,1
CR_190027,7-Dec-17,0,37,37,0,0,3,5,1,6,3,0,3,98,80,34,1
CR_177530,5-Dec-15,0,45,45,10,3,5,6,1,6,1,0,1,109,29,34,1
CR_147143,19-Oct-10,0,43,43,9,0,8,3,1,2,1,316,1,103,142,34,1
CR_106642,31-May-05,0,9,10,7,3,5,6,1,5,1,174,1,103,130,34,1
CR_156131,30-Jan-12,0,16,15,0,0,7,1,2,6,1,0,1,2,29,34,1
CR_198453,23-Feb-18,0,49,49,6,5,2,7,0,5,1,316,1,72,107,34,1
CR_83404,4-Apr-02,0,4,4,6,5,3,5,0,5,1,174,1,109,29,34,1
CR_113942,24-Nov-06,1,9,10,7,3,15,10,1,6,1,174,1,116,29,34,1
CR_37933,30-Oct-96,0,33,32,2,1,6,4,0,5,1,174,0,112,107,43,1
CR_130847,22-Jul-08,0,24,24,0,0,2,7,1,2,1,249,1,113,87,34,1
CR_28255,12-Jan-95,0,24,24,0,0,7,1,1,2,1,0,1,72,142,34,1
CR_35520,10-Apr-96,0,19,19,1,3,4,2,0,5,1,249,1,103,29,34,1
CR_44475,4-Apr-97,1,22,22,7,3,15,10,0,5,1,174,0,112,29,23,1
CR_116675,12-May-06,0,33,32,2,1,5,6,0,5,1,249,1,103,53,34,1
CR_14111,8-Aug-93,0,24,24,0,0,5,6,1,6,1,249,1,109,29,34,1
CR_124160,9-Apr-07,0,33,32,2,1,7,1,0,5,1,174,0,18,93,46,1
CR_163003,9-Jun-13,0,21,23,4,1,7,1,1,2,1,316,1,89,103,34,1
CR_144116,28-Jun-10,0,21,23,4,1,2,7,0,5,1,249,1,72,62,34,1
CR_21349,26-Mar-94,0,33,32,2,1,6,4,0,5,1,174,0,92,138,43,1
CR_121144,9-Sep-07,1,4,4,6,5,16,12,2,6,1,0,1,88,29,34,1
CR_126729,12-May-07,0,47,48,7,3,3,5,1,6,1,316,1,98,29,34,1
CR_37527,13-Nov-96,0,33,32,2,1,7,1,1,2,1,249,1,116,6,34,1
CR_132178,30-Jan-08,0,33,32,2,1,4,2,0,5,1,174,0,92,142,50,1
